avg_mean,avg_variance,avg_skew,avg_kurtosis,file,action,n_channels,n_timepoints
-28.314971923828125,479.97025994118303,-0.020071773030875845,9.774986592954004,jaw_01.csv,raw,5,642
-26.3397216796875,406.77161794155836,-0.6389504811916032,5.804577523211916,jaw_02.csv,raw,5,642
-23.985443115234375,769.2657361039892,-0.05615218690397261,4.2007534681445104,jaw_03.csv,raw,5,641
-23.80462646484375,559.909945121035,0.2802943560248776,2.0442289710476125,jaw_04.csv,raw,5,641
-28.236541748046875,506.7247609840706,-0.07166899805902797,0.9775375025553449,jaw_05.csv,raw,5,642
-26.921844482421875,896.388373686932,-0.31546384385279586,4.738484968414184,jaw_06.csv,raw,5,642
-26.614837646484375,1824.4567891815677,-0.3471318198580371,7.184977873255722,jaw_07.csv,raw,5,642
-26.864013671875,662.5750761013478,-0.01868869166070549,0.7899699977710494,jaw_08.csv,raw,5,642
-29.688873291015625,891.8609741376713,-0.11270567722229327,1.6663400175552485,jaw_09.csv,raw,5,642
-28.967132568359375,1572.0876896521077,-0.5734642196535567,2.583591587817474,jaw_10.csv,raw,5,642
-27.835540771484375,1795.0332016916946,-0.529634483077422,3.6015394332354203,jaw_11.csv,raw,5,642
-27.613067626953125,526.8841231008992,0.11512866684438883,3.3047753381963654,jaw_12.csv,raw,5,642
-29.188385009765625,615.6648023752496,0.17774137818568908,3.6075157706723404,jaw_13.csv,raw,5,642
-28.44757080078125,487.1071211528033,0.24971206180788624,4.027024856039919,jaw_14.csv,raw,5,642
-29.410247802734375,589.116619550623,-0.05030769773131792,0.9424073033829587,jaw_15.csv,raw,5,642
-31.4239501953125,860.8614052645862,0.015199873233785549,1.5801446122406368,jaw_16.csv,raw,5,642
-28.044891357421875,400.9349354309961,0.0010288595943369443,2.439754407512675,jaw_17.csv,raw,5,642
-29.69635009765625,991.4140466134995,-0.20713389950148303,3.398451871263558,jaw_18.csv,raw,5,641
-27.875518798828125,854.2930312687531,-0.3956198872429421,2.7605128965074273,jaw_19.csv,raw,5,642
-28.66546630859375,495.87832973338664,0.1691607480094427,4.0716310481368065,jaw_20.csv,raw,5,642
-28.227081298828125,946.8018695479259,0.3724429783829975,4.2619461015176,jaw_21.csv,raw,5,642
-28.92852783203125,598.6267339903861,0.171614945677871,2.9751866758543777,jaw_22.csv,raw,5,642
-28.429718017578125,611.1942793941125,0.1623034391578052,3.6438218947263312,jaw_23.csv,raw,5,642
-28.22235107421875,293.85070060379803,0.05316953705972626,2.718918237790512,jaw_24.csv,raw,5,642
-27.07733154296875,677.1191502921283,0.26446073142732807,2.0787706285711893,jaw_25.csv,raw,5,642
-28.72161865234375,510.27431548573077,0.03296577367451863,3.704445934301729,jaw_26.csv,raw,5,641
-27.831573486328125,559.3670780071989,0.060188110093019886,3.8283726082819616,jaw_27.csv,raw,5,642
-26.31072998046875,412.9649691749364,0.08174007933035635,2.4035204241130392,jaw_28.csv,raw,5,642
-28.478546142578125,362.63699654955417,0.2728058086832529,4.084512539851694,jaw_29.csv,raw,5,641
-27.694091796875,1016.1752810236067,-0.12976759706858934,3.7996341584931863,jaw_30.csv,raw,5,641
-27.867279052734375,811.2801782554016,0.3763693564246787,5.3203174328652345,jaw_31.csv,raw,5,641
-27.74871826171875,789.2668026033789,-0.5922232630708234,8.500179906294376,jaw_32.csv,raw,5,641
-27.273712158203125,641.7070891475305,-0.12931011087157238,3.266810165414797,jaw_33.csv,raw,5,642
-28.647003173828125,708.177457912825,-0.2945587295764828,4.119824471965119,jaw_34.csv,raw,5,642
-27.85400390625,705.2059001289308,-0.10301461031086703,1.8483814028929915,jaw_35.csv,raw,5,642
-27.092742919921875,387.79892993625253,-0.10183165133931779,2.6880959332182304,jaw_36.csv,raw,5,642
-27.5201416015625,430.12333870865405,0.3167090738341336,2.545982977495536,jaw_37.csv,raw,5,642
-27.544097900390625,2831.8260562373325,0.07151697875714266,1.1702212829606597,jaw_38.csv,raw,5,641
-27.506866455078125,415.0726805673912,-0.1812312336137692,3.3823840644488365,jaw_39.csv,raw,5,642
-27.85736083984375,454.5502832625061,0.14179833231572642,4.143311796735041,jaw_40.csv,raw,5,642
-29.694671630859375,339.50756525155157,-0.20189375159998058,2.2502227416262577,jaw_41.csv,raw,5,642
-28.8348388671875,985.7138181105256,-0.13261954222668562,1.7342293400763877,jaw_42.csv,raw,5,642
-27.47650146484375,439.7677031811327,0.4057190148734484,5.969932161210935,jaw_43.csv,raw,5,642
-27.125701904296875,1010.4802759597078,-0.03713086584219938,2.7291086509278983,jaw_44.csv,raw,5,642
-25.16387939453125,615.5588964466006,0.2986877044047436,4.185770251516363,jaw_45.csv,raw,5,642
-28.751678466796875,530.6117200525478,-0.047451599134149675,2.6689446444780867,jaw_46.csv,raw,5,642
-27.77130126953125,1728.17153041251,-0.20485792237508707,2.3963544571317845,jaw_47.csv,raw,5,642
-27.720794677734375,1065.0993686867878,-0.3665284376764094,5.742200274867724,jaw_48.csv,raw,5,642
-27.83935546875,1322.1513524185866,0.036433123600449244,2.910625775946429,jaw_49.csv,raw,5,642
-27.645416259765625,1036.0656323609874,0.037126696446342665,1.9714933298711683,jaw_50.csv,raw,5,641
-20.10986328125,7169.658203376457,0.3942820150754595,11.00436505794514,bite_01.csv,raw,5,641
-24.643402099609375,2015.674754162319,-2.1488941786832,36.89487371433035,bite_02.csv,raw,5,642
-28.58551025390625,1533.4214095491916,0.03412340167958294,26.3184595508533,bite_03.csv,raw,5,641
-28.97247314453125,1870.2302281744778,-0.058054341010539905,19.35101073222385,bite_04.csv,raw,5,641
-28.05023193359375,2128.1274540815502,-1.0976208632126863,28.74994916168106,bite_05.csv,raw,5,641
-26.539306640625,2275.7949482183903,0.1736197856845796,24.26388456257159,bite_06.csv,raw,5,641
-27.53173828125,1995.6028149463236,0.5583117231767901,21.744628797451078,bite_07.csv,raw,5,642
-26.08856201171875,2008.4451804868877,0.018512466224859303,36.03326248010911,bite_08.csv,raw,5,641
-27.81463623046875,1485.1099741645157,0.1542214383037475,16.903858261914802,bite_09.csv,raw,5,641
-28.853912353515625,2632.3708331910893,-0.13024991054825955,7.3243575820487825,bite_10.csv,raw,5,641
-26.10687255859375,2140.0340700056404,-0.08382795699780171,13.337397055940887,bite_11.csv,raw,5,641
-27.622528076171875,2531.281984061934,0.2143165613661589,10.313843131122084,bite_12.csv,raw,5,641
-27.87078857421875,1927.2636242676526,0.48365568678314297,17.488643173409052,bite_13.csv,raw,5,641
-26.85333251953125,1527.7209165506065,0.24628549809432698,16.404174342184483,bite_14.csv,raw,5,642
-27.5531005859375,1552.2346764337271,1.1230011085989058,23.867412580480575,bite_15.csv,raw,5,642
-27.44842529296875,1818.226318107918,0.4479902162547662,20.34519921763557,bite_16.csv,raw,5,642
-29.127655029296875,1310.4367215419188,-1.237297053598947,20.825590410787182,bite_17.csv,raw,5,642
-31.927337646484375,1308.8305647252128,-0.7274738238483944,11.87749224223845,bite_18.csv,raw,5,642
-27.83660888671875,1920.4511761199683,0.29863747673298924,15.076411969245534,bite_19.csv,raw,5,642
-29.495391845703125,2164.635022985749,0.29400170871769365,12.213326204193553,bite_20.csv,raw,5,642
-31.27044677734375,2438.5328793432564,0.7300754366041751,14.50602513518955,bite_21.csv,raw,5,642
-29.9029541015625,2401.960205519572,0.24260980133474674,15.90997100733123,bite_22.csv,raw,5,642
-27.88299560546875,2728.869186947122,0.0836071113612295,14.391183267263035,bite_23.csv,raw,5,642
-29.15069580078125,2732.346270699054,0.31599418334939905,10.051289692246852,bite_24.csv,raw,5,642
-32.840728759765625,2403.085528756492,-0.6749873276197977,17.133787760861452,bite_25.csv,raw,5,642
-27.858734130859375,2435.084330732934,-0.25078680079712556,9.880655187016352,bite_26.csv,raw,5,641
-29.4921875,2330.167279811576,0.037698164563880754,16.837203910085602,bite_27.csv,raw,5,642
-29.12139892578125,2240.166023839265,0.5968327820742433,13.529276693517495,bite_28.csv,raw,5,642
-25.094451904296875,2237.3632533708587,-0.08060442882119973,21.854217414117016,bite_29.csv,raw,5,642
-28.83758544921875,1863.4844447951764,0.9135905686030146,20.663229754221582,bite_30.csv,raw,5,642
-25.07598876953125,2060.99119479768,0.7782008470784054,17.323370155837885,bite_31.csv,raw,5,642
-26.540985107421875,2353.3834920963272,0.3713654092265886,12.724832890059085,bite_32.csv,raw,5,641
-27.66357421875,2387.2488539200276,-0.11062292859449294,20.33233457442646,bite_33.csv,raw,5,642
-24.105072021484375,4324.394927709363,0.5723438140940111,10.369030373988126,bite_34.csv,raw,5,641
-26.2567138671875,2232.3034738656133,-0.4819500466861093,12.598391522764814,bite_35.csv,raw,5,642
-30.368194580078125,1939.7144798422232,-1.4223258049042418,16.934410284789628,bite_36.csv,raw,5,642
-28.14239501953125,2858.746107434854,0.8095832196142958,19.196168458804763,bite_37.csv,raw,5,642
-24.304656982421875,2583.7695706868544,0.9326722891341003,13.925306832563399,bite_38.csv,raw,5,642
-25.230255126953125,3394.9470528168604,0.3731667600431575,17.22668020705339,bite_39.csv,raw,5,642
-26.565704345703125,3187.4173817923293,0.8442612611788164,16.680264305254376,bite_40.csv,raw,5,642
-32.10906982421875,3097.496927017346,0.5492771996886948,15.763320651705618,bite_41.csv,raw,5,642
-28.549652099609375,2386.323902872391,0.7028819222634028,12.270437162920832,bite_42.csv,raw,5,642
-28.753662109375,3996.8927681911737,0.2344872366123442,11.6316920149661,bite_43.csv,raw,5,642
-29.08538818359375,3572.7931645233184,0.29181864729906204,9.380403523124219,bite_44.csv,raw,5,641
-27.220306396484375,2787.873378372751,1.0525809586120416,11.632023113284227,bite_45.csv,raw,5,642
-24.58038330078125,2077.854446368292,0.39573862610743016,10.684040863713497,bite_46.csv,raw,5,642
-29.747467041015625,2098.3261869987473,-0.6016886392557004,14.62739640000365,bite_47.csv,raw,5,642
-27.042083740234375,1237.1769672026858,0.751621946828902,12.162617172174926,bite_48.csv,raw,5,642
-25.974273681640625,2904.4256667839363,-0.3546178468341332,10.541295567676173,bite_49.csv,raw,5,641
-23.058013916015625,1924.9176228186116,0.15851605191735907,17.353378123431796,bite_50.csv,raw,5,642
-27.087554931640625,877.3682928876951,-1.1337397569818979,6.47085005699854,blink_01.csv,raw,5,642
-13.2415771484375,703.5638096276671,-1.2912153650183105,7.279130027018107,blink_02.csv,raw,5,642
-27.496795654296875,705.8824485866353,-0.8293742387856391,6.256754861333437,blink_03.csv,raw,5,642
-27.841644287109375,610.9054445987567,-1.2990563291418313,7.936841946940925,blink_04.csv,raw,5,642
-28.19671630859375,1436.8832127656788,-0.6079996136305813,4.263718025472889,blink_05.csv,raw,5,642
-28.529052734375,1517.202898627147,-0.48923556750461106,5.434500080161124,blink_06.csv,raw,5,642
-27.794647216796875,779.4922563480213,-0.960616178422711,5.978734493452395,blink_07.csv,raw,5,642
-17.84515380859375,447.39935477264225,-1.8267582549706092,14.13377906887431,blink_08.csv,raw,5,642
-28.267974853515625,565.0170986773446,-1.9278974877147679,15.616721578264531,blink_09.csv,raw,5,641
-28.254547119140625,390.3171223355457,-2.2729189185429983,18.144218301612383,blink_10.csv,raw,5,641
-38.9697265625,408.167245099321,-1.852017898185126,9.25062010292698,blink_11.csv,raw,5,642
-34.80987548828125,340.129081858322,-2.146414026593149,12.555037166234044,blink_12.csv,raw,5,642
-30.565338134765625,449.0243276813999,-2.325024506739767,14.248285187136478,blink_13.csv,raw,5,642
-29.507293701171875,449.2514760931954,-2.522130500341668,14.939018956374774,blink_14.csv,raw,5,642
-29.74334716796875,457.219276111573,-2.2741073852832794,14.046111636904985,blink_15.csv,raw,5,642
-29.8333740234375,438.6324391234666,-1.9889060256193716,14.740055729762897,blink_16.csv,raw,5,642
-29.4683837890625,435.3243934456259,-2.5966748696269137,16.75284214009619,blink_17.csv,raw,5,642
-38.48052978515625,551.973223220557,-1.8275455599352446,12.41263675306379,blink_18.csv,raw,5,642
-11.29791259765625,750.0796692911536,-0.7974786384950004,7.414628172582291,blink_19.csv,raw,5,642
-11.45965576171875,836.1655813641846,-1.7461286674891863,14.3476312909683,blink_20.csv,raw,5,641
-12.100982666015625,659.1775583801791,-2.5736454393526627,18.70609514780195,blink_21.csv,raw,5,641
-15.3424072265625,665.4955241829157,-2.3143141843908555,18.705701975435506,blink_22.csv,raw,5,641
-17.311248779296875,714.0505093848333,-2.417260490783775,18.00698008358084,blink_23.csv,raw,5,641
-18.75732421875,941.2551189307123,-2.113138606091612,17.776121259813674,blink_24.csv,raw,5,641
-18.88519287109375,879.6081764157861,-2.2426819733604577,19.063236739164484,blink_25.csv,raw,5,641
-26.0791015625,647.7910976391286,-1.8478333701452634,16.183815579394,blink_26.csv,raw,5,642
-26.3079833984375,656.2712041195482,-2.246035939173649,17.34499750810433,blink_27.csv,raw,5,642
-25.454864501953125,685.5466783745214,-2.182510368828918,16.913956013245674,blink_28.csv,raw,5,642
-27.003936767578125,390.9197674365714,-2.237655747947783,16.645343637313587,blink_29.csv,raw,5,642
-26.3189697265625,783.2252033986151,-2.2228508338839497,17.221316609382978,blink_30.csv,raw,5,642
-25.67474365234375,762.063269270584,-2.2218109317141908,18.04839195742865,blink_31.csv,raw,5,642
-27.186279296875,710.1914996746927,-1.640511705090805,16.516262461527248,blink_32.csv,raw,5,642
-26.43096923828125,829.7834952827543,-2.143976264374132,16.218746379531346,blink_33.csv,raw,5,642
-25.428314208984375,793.7366120750085,-2.028746018300535,16.109179555736404,blink_34.csv,raw,5,642
-27.2979736328125,785.9390517696738,-2.0775133049778756,17.033889372435983,blink_35.csv,raw,5,642
-25.880889892578125,704.840658348985,-1.5661527914832252,15.473906534234034,blink_36.csv,raw,5,642
-25.847320556640625,853.7696854909882,-1.9300748008838675,16.28316935462279,blink_37.csv,raw,5,642
-26.224822998046875,731.5287363016978,-2.264272141628529,18.234748747301044,blink_38.csv,raw,5,642
-26.86126708984375,612.509002443403,-2.1229657431017044,16.122167841825558,blink_39.csv,raw,5,642
-27.287139892578125,838.601675699465,-1.9679816858893777,16.075719364151084,blink_40.csv,raw,5,642
-22.56134033203125,755.109601886943,-1.8188082436625832,17.090348035490877,blink_41.csv,raw,5,642
-22.210693359375,531.2529313378036,-1.6240174504049987,19.760211664488367,blink_42.csv,raw,5,642
-22.689666748046875,792.3440908780321,-1.5545057686663335,16.007836855779935,blink_43.csv,raw,5,642
-23.610687255859375,604.5976026216522,-2.2586527058771533,19.88492465152571,blink_44.csv,raw,5,642
-23.676605224609375,810.6904054293409,-1.8239679503407122,16.496119846490387,blink_45.csv,raw,5,642
-19.304046630859375,788.8608501525596,-1.8722333494450112,15.023360930276478,blink_46.csv,raw,5,642
-26.089324951171875,689.6021940046921,-1.6404345883984763,12.783916692868175,blink_47.csv,raw,5,642
-26.544189453125,803.2917072996497,-1.996525435920174,16.24984977215766,blink_48.csv,raw,5,642
-26.3226318359375,796.848300145939,-1.8939924056521336,17.848951992689745,blink_49.csv,raw,5,642
-27.153472900390625,715.606291196309,-1.8469592737452973,17.14323825680585,blink_50.csv,raw,5,642
-15.58563232421875,929.6486328821629,-1.3844409210384678,15.6249794151965,blink_51.csv,raw,5,642
-20.055694580078125,36021.91226335708,0.565780213136704,11.126521396217512,eyebrow_01.csv,raw,5,642
-29.44488525390625,38690.16494578682,0.13504537222680757,9.375254958367641,eyebrow_02.csv,raw,5,642
-27.823638916015625,21615.755002829246,0.4807080006411395,6.50672329978791,eyebrow_03.csv,raw,5,642
-36.369171142578125,47370.50336122047,0.2581111155847182,4.475424492527935,eyebrow_04.csv,raw,5,642
-15.17669677734375,34378.14093125053,-0.27296537229605955,10.91142103425012,eyebrow_05.csv,raw,5,642
-12.655487060546875,22916.189717012458,-0.15078721626107716,12.811749972205849,eyebrow_06.csv,raw,5,642
-19.232635498046875,27838.474305230193,-0.29185185689333937,11.271972704610867,eyebrow_07.csv,raw,5,642
-17.010955810546875,48336.77823783364,-0.3382915985126449,7.443221531655344,eyebrow_08.csv,raw,5,642
-1.207275390625,26615.936519112438,-0.04092346120550683,10.197094796829695,eyebrow_09.csv,raw,5,642
-15.4248046875,39671.56824585982,-0.2759805994774487,8.34841132223253,eyebrow_10.csv,raw,5,642
-36.77490234375,51697.885571746156,-0.5779477304100761,10.274109433155797,eyebrow_11.csv,raw,5,642
-55.432281494140625,49728.87673985679,-0.4823352693598197,9.196549783592458,eyebrow_12.csv,raw,5,641
-33.036041259765625,29449.19459533412,0.14345744255748907,12.130973410501985,eyebrow_13.csv,raw,5,641
-43.60107421875,43413.87563687749,-0.1048963197239357,7.883523883728271,eyebrow_14.csv,raw,5,642
-26.72760009765625,16930.162149947137,0.7420412773357302,15.869356883620299,eyebrow_15.csv,raw,5,642
11.737060546875,92309.77364373393,0.7991218564390496,3.27550503844956,eyebrow_16.csv,raw,5,641
-24.37744140625,47834.22867348418,0.2817353255504107,6.726546922317104,eyebrow_17.csv,raw,5,641
21.338348388671875,88068.24399984907,0.7370142074950266,3.9169138097172715,eyebrow_18.csv,raw,5,642
15.50201416015625,83015.93467243947,1.1541842427500422,4.512770785013713,eyebrow_19.csv,raw,5,641
-18.481597900390625,52595.18312790897,0.13597013976946326,7.022135125120426,eyebrow_20.csv,raw,5,642
-21.346282958984375,61893.112057237886,0.24688887187105207,5.356427632664401,eyebrow_21.csv,raw,5,642
-22.7264404296875,56540.82396090962,0.10282921480867044,6.123465681374444,eyebrow_22.csv,raw,5,642
-25.247344970703125,51870.96660712268,-0.23526173668831918,7.48105802552695,eyebrow_23.csv,raw,5,641
-32.6361083984375,59329.26061260514,-0.3105497093559828,5.476001407582407,eyebrow_24.csv,raw,5,642
-15.451202392578125,55906.284806435,-0.5775711338493736,8.442428932744688,eyebrow_25.csv,raw,5,642
-28.710479736328125,48458.158889901824,-0.35955826509799865,6.897368002432795,eyebrow_26.csv,raw,5,642
-12.13287353515625,57001.50318420492,0.133325085933665,5.138380319903328,eyebrow_27.csv,raw,5,642
-26.20208740234375,48565.14891353436,-0.4561414193935564,7.793220896987247,eyebrow_28.csv,raw,5,642
-33.764495849609375,48757.33396143187,-0.11310006345001516,6.656984876369981,eyebrow_29.csv,raw,5,641
-29.75250244140625,42878.23090353049,-0.14032073567635486,7.837105311668083,eyebrow_30.csv,raw,5,642
-26.55487060546875,59461.85499848798,-0.02554325400786628,4.712604594519464,eyebrow_31.csv,raw,5,642
-38.6102294921875,50568.56396305375,-0.5175094777017484,7.135299949640142,eyebrow_32.csv,raw,5,641
-36.432037353515625,63557.95356805902,0.25601292868733716,5.220783660320539,eyebrow_33.csv,raw,5,641
-40.35888671875,53055.478282505646,-0.3996542697128517,7.350948865720789,eyebrow_34.csv,raw,5,641
-40.979461669921875,48685.37892831955,-0.23195050470951428,6.9862696428962,eyebrow_35.csv,raw,5,642
-36.0601806640625,47503.12843429856,-0.25630567152919964,8.533489994574053,eyebrow_36.csv,raw,5,642
-26.882476806640625,53860.570154036395,-0.56693026356739,7.284799343701341,eyebrow_37.csv,raw,5,641
-4.37774658203125,45903.165550669655,0.22471085294584478,5.582094317161953,eyebrow_38.csv,raw,5,642
-40.17364501953125,52015.74327656999,-0.7752661442086217,7.469946956910832,eyebrow_39.csv,raw,5,642
-45.81695556640625,65953.96042009816,-0.822167150834944,6.873794860176092,eyebrow_40.csv,raw,5,642
-36.363525390625,30735.757470829412,0.16993305353063676,14.177546440620919,eyebrow_41.csv,raw,5,642
-33.82598876953125,52450.179629260674,0.13475336861125825,7.190696104098909,eyebrow_42.csv,raw,5,642
-36.2158203125,62975.05102935247,-0.2831050719814485,7.556380707083759,eyebrow_43.csv,raw,5,641
8.04229736328125,48405.088724335656,0.2654968502997344,5.375062763381452,eyebrow_44.csv,raw,5,642
-31.23870849609375,46915.33812577836,0.23508836648217765,7.109027571764756,eyebrow_45.csv,raw,5,642
-31.2286376953125,45938.78611829132,-0.2744688635906316,7.041851623994397,eyebrow_46.csv,raw,5,642
-39.436492919921875,53257.59419205133,-0.9179528277006681,8.413031819281198,eyebrow_47.csv,raw,5,642
-16.142578125,58999.63738885708,0.7108271438859299,5.332207791658674,eyebrow_48.csv,raw,5,642
-29.868316650390625,51189.80677041691,-0.24707976245730884,7.677212471277666,eyebrow_49.csv,raw,5,642
-51.011810302734375,70956.25918975566,-1.0220688382758545,8.617305299094687,eyebrow_50.csv,raw,5,642
